#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery3
#Serial Number: SN:210415BB6C6F
#Date Time: 2026-05-19 16:01:17.059
#Trace: Trace 1
#Start: 0 Hz
#Stop: 2e+06 Hz
#BINs: 8193
#Rate: 4e+06 Hz
#Samples: 16384
#Channel: C1
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.41735 V
#Offset: 0.000121392 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.41996 V
#Offset: 0.00033881 V
#Attenuation: 1 X
#Channel: F1
#Range: nan V
#Offset: nan V
#Attenuation: 1 X
#Channel: F2
#Range: nan V
#Offset: nan V
#Attenuation: 1 X

Frequency (Hz),Trace 1 (dBV),Phase (deg)
13916.015625,-69.30580241931183,122.9550630387691
14160.15625,-69.95655526321838,-19.84669167335155
14404.296875,-66.84107718487203,-169.9924243446144
14648.4375,-65.25654032813175,8.311251763886458
14892.578125,-64.4523129628419,170.4573056873341
15136.71875,-63.69581457948516,-26.86700848924129
15380.859375,-64.50315885601979,133.2796073177769
15625,-65.43705450830983,-75.43017590363581
15869.140625,-65.53413037088242,81.84069444035488
16113.28125,-66.51860382526755,-113.7655600440024
16357.421875,-68.90040036424259,59.71315389168343
16601.5625,-72.99178421428537,-104.6068888419276
16845.703125,-75.6445857536965,101.3350138254592
17089.84375,-77.9895323694459,-74.18237415332361
17333.984375,-78.52360073126346,61.4440614720895
17578.125,-70.3162755334257,-144.3236181296782
17822.265625,-67.30962572055354,38.79914662489999
18066.40625,-69.32458865583551,-131.2684135735503
18310.546875,-73.0974484322704,58.31184285345437
18554.6875,-74.2027107013151,-134.6981671223121
18798.828125,-74.53349382342732,20.15842664160112
19042.96875,-82.37969933173213,169.172172739424
19287.109375,-79.90530852100244,-117.8673732385411
19531.25,-72.74817360118593,61.44288668199417
19775.390625,-67.83962547075112,-135.7092702509475
20019.53125,-65.74283480849492,36.60118008562986
20263.671875,-67.2378315513032,-137.7915691704868
20507.8125,-69.1082482545645,39.29281425927603
20751.953125,-70.95284684335229,-147.6333203247413
20996.09375,-75.02471963287039,36.41208963016565
21240.234375,-81.14920139047767,-165.5000673348021
21484.375,-80.08770251295002,-99.72011080867956
21728.515625,-73.04551306889984,67.8171408100621
21972.65625,-70.48327378730957,-89.43790735496063
22216.796875,-69.58567884231596,108.3168565465345
22460.9375,-72.80269112912579,-58.87095151357346
22705.078125,-78.82990438561541,148.9877476241027
22949.21875,-78.33313038417147,1.975378280485097
23193.359375,-78.61793451429899,-156.3650186722093
23437.5,-83.41913074237956,70.28978449462836
23681.640625,-84.03548920215208,-74.9229296522301
23925.78125,-82.90676513145699,97.08374688617144
24169.921875,-84.60818039464723,-81.97261131860645
24414.0625,-81.12240760700907,53.49800551440379
24658.203125,-72.99265549421472,-147.0374449197523
24902.34375,-69.73149285969535,31.21344672915261
25146.484375,-70.82406622568543,-137.1780202629343
25390.625,-80.51323670747163,34.30585051843181
25634.765625,-72.13316256668752,108.7007560824369
25878.90625,-67.04296591854214,-65.93219579719745
26123.046875,-65.34479267315454,123.298113497735
26367.1875,-65.99219810122504,-54.56339002730849
26611.328125,-72.51873020853387,111.6116348606727
26855.46875,-73.99631787885811,-168.53552010415
27099.609375,-67.79358323005832,-4.42252147884141
27343.75,-67.6563517184144,172.0442187904106
27587.890625,-69.8568285323301,-16.39587135029334
27832.03125,-72.33705080066674,129.1174570826205
28076.171875,-71.7001137759421,-99.36319768911427
28320.3125,-73.38415217756649,57.57524329383534
28564.453125,-75.35942621659952,-146.6059891055989
28808.59375,-74.68723653552466,19.73451106702123
29052.734375,-79.38493040609748,-154.5208852395353
29296.875,-76.52679844265683,115.7058930575889
29541.015625,-68.36383514424307,-53.59469165120106
29785.15625,-65.39802416614907,126.2203853067326
30029.296875,-65.36483486838848,-50.85416570670183
30273.4375,-66.60513605746176,135.8450777116887
30517.578125,-68.27133929439584,-50.2844584434425
30761.71875,-70.39497050257403,113.5156029544905
31005.859375,-72.61956697427108,-77.76100799041221
31250,-71.37263592621659,94.16251959916094
31494.140625,-70.10018223279776,-70.0457053833893
31738.28125,-69.33679595373417,150.1064818547684
31982.421875,-66.78670259788282,-4.103228355995834
32226.5625,-65.47014574760868,-169.7989346171878
32470.703125,-65.11093812487516,28.0878801439873
32714.84375,-64.86285090452071,-133.140244229642
32958.984375,-65.78629941493809,60.48426450063553
33203.125,-68.65906900752603,-113.0271065229339
33447.265625,-72.43200297014562,69.70201153166249
33691.40625,-74.50257917435404,-106.8789239416607
33935.546875,-73.65162728873833,84.20966078752556
34179.6875,-71.82732134328019,-72.39810594612607
34423.828125,-69.03906300840771,125.6715906973757
34667.96875,-67.40228877107944,-41.54855342557833
34912.109375,-68.62220182931559,151.5843844684275
35156.25,-72.2045239098839,-26.11405113368672
35400.390625,-77.79967724978752,131.8517217431269
35644.53125,-83.55096325966326,-142.5365309911608
35888.671875,-76.05251111831831,19.76866167215295
36132.8125,-72.23589559760376,-142.2524775959334
36376.953125,-70.30258195840671,40.5642239857423
36621.09375,-68.79059220234605,-144.2174227258611
36865.234375,-67.79207887730693,28.30788272520533
37109.375,-69.52947754864506,-163.6695933397448
37353.515625,-72.64067536332723,-1.066070815244973
37597.65625,-73.61432140062,173.6933531525759
37841.796875,-73.62883753913388,-20.8823050826715
38085.9375,-71.24747241044584,141.5303665858561
38330.078125,-68.20144777093762,-32.55048354675696
38574.21875,-65.92481627576288,149.9783336659657
38818.359375,-64.73003782761617,-32.92384737408472
39062.5,-63.9974965541633,151.4180191729623
39306.640625,-64.56854133354697,-23.84984263146541
39550.78125,-67.83719434821938,150.0736670382018
39794.921875,-73.47039779662657,-49.89195713386728
40039.0625,-88.40338757944075,110.0891700001033
40283.203125,-74.62165739141398,117.1327962170864
40527.34375,-68.7221007578531,-64.84299725774856
40771.484375,-67.39488236277749,100.8425645305986
41015.625,-67.75441779348562,-93.08952287806875
41259.765625,-70.78341722397134,83.71621577972236
41503.90625,-72.7302969004615,-113.1415655590546
41748.046875,-73.7250992735262,67.51190777140646
41992.1875,-74.57270187255325,-47.47428438700135
42236.328125,-69.82330225941831,145.2993362865888
42480.46875,-68.59354398050455,-33.1058685537256
42724.609375,-70.97652433402283,169.3552064032311
42968.75,-78.8423678007142,42.86669676345878
43212.890625,-74.07470852777608,-35.47674711415239
43457.03125,-68.13079072817352,164.0626769413924
43701.171875,-66.50580239500131,-6.225409138358446
43945.3125,-67.5680543873325,-177.3390571215383
44189.453125,-70.39068569989641,16.83799457879628
44433.59375,-75.12349312507381,-133.8387468411058
44677.734375,-85.62431631688268,97.87491922092414
44921.875,-80.2800786051414,37.51047244910617
45166.015625,-77.02760569146788,-128.0243969936946
45410.15625,-73.87200967955083,69.11301777134059
45654.296875,-70.75629921278521,-119.4942109499113
45898.4375,-71.45104652997526,48.14363354689344
46142.578125,-78.57105197221388,-159.0094575482097
46386.71875,-75.01344847915263,-81.82733093901079
46630.859375,-68.0218655484077,69.94615065617869
46875,-64.89493736280946,-118.4693165666258
47119.140625,-64.75299725050162,64.28281849810018
47363.28125,-66.56649050994773,-118.8329419800568
47607.421875,-68.53983675834132,50.39925311105324
47851.5625,-69.0172372864526,-130.4608218189441
48095.703125,-67.52640618374853,48.27762662033313
48339.84375,-65.5694629454707,-132.1116100597966
48583.984375,-64.40571787906865,44.13379985951461
48828.125,-65.38375206058157,-151.3038380819673
49072.265625,-68.74028699919813,7.069361137598039
49316.40625,-73.05655005951186,160.5530442615444
49560.546875,-74.87591647524539,-75.00238032981504
49804.6875,-75.61373433137206,59.38519152976568
50048.828125,-81.33376156097032,161.3020851384733
50292.96875,-79.1710473892367,-69.20262021533784
50537.109375,-78.57664001588223,108.0888534070315
50781.25,-75.34628877795835,-44.45229178441407
51025.390625,-69.14334371997663,164.2239703618695
51269.53125,-66.48523998525664,-10.8207534781219
51513.671875,-68.22173212404438,160.5396985812052
51757.8125,-68.08401178784716,-45.5133590374449
52001.953125,-66.75131920268208,121.0221656424322
52246.09375,-68.9888962823198,-68.42505959009053
52490.234375,-70.43517837190998,115.4109844410355
52734.375,-75.6708315056096,-16.32534851343215
52978.515625,-69.13814537764476,-97.03524233874593
53222.65625,-64.78886964095983,93.28847893619096
53466.796875,-63.39913441201841,-88.64544555610824
53710.9375,-63.11188361608193,87.73590406872334
53955.078125,-64.38210415889912,-103.7409474196297
54199.21875,-66.09057358510573,51.50443889112864
54443.359375,-66.85391265356319,-158.0148430623073
54687.5,-67.71496367186764,-8.484668437435857
54931.640625,-68.68536365126326,151.4646706391719
55175.78125,-72.33059700496523,-45.83554102160579
55419.921875,-74.34452503062785,64.52666744412113
55664.0625,-71.70314257444316,-156.0545668622011
55908.203125,-74.13465445625268,0.289862322996139
56152.34375,-76.53438936400741,134.6195959828287
56396.484375,-71.78986205511217,-64.41745059233378
56640.625,-67.94734141590841,115.6062362854942
56884.765625,-64.99683605216568,-67.50337307369284
57128.90625,-63.08751014409029,115.3952000362327
57373.046875,-63.63923947795158,-61.51536826992191
57617.1875,-66.81151341733074,109.5985973288764
57861.328125,-71.62497362104627,-88.09130408420012
58105.46875,-80.29792718358425,13.28022860760091
58349.609375,-70.91237729040296,136.0883076240345
58593.75,-69.73104967319921,-64.91912999351484
58837.890625,-70.56641473732041,92.45780773359698
59082.03125,-71.97712630773316,-87.47221026885877
59326.171875,-72.86604800447827,71.30759438599254
59570.3125,-73.13966529088414,-135.9117293152281
59814.453125,-76.09446167310267,10.77148735543442
60058.59375,-71.68686367715596,168.6749824017232
60302.734375,-68.96418126805507,-14.32121490234666
60546.875,-69.52819820646435,144.3859914492407
60791.015625,-70.20551678002798,-57.19790406266829
61035.15625,-74.24911679997253,92.138465347812
61279.296875,-73.90991854317618,-152.1955742531622
61523.4375,-72.83730288781551,-6.376568126703622
61767.578125,-71.20494799407771,146.3162430333801
62011.71875,-70.14549663277508,-51.61904436146929
62255.859375,-69.34090790447624,121.0399643489473
62500,-68.61544775295857,-47.82419144121207
62744.140625,-69.23896241128594,132.5379764416916
62988.28125,-69.28655340419908,-54.75473728290427
63232.421875,-68.67182548680799,130.0711874328119
63476.5625,-71.28679385001857,-50.17706343611652
63720.703125,-75.77635980801378,108.8040652157437
63964.84375,-73.59039082259824,-82.16909519837276
64208.984375,-71.85088060905886,104.3798288942538
64453.125,-71.64408823448278,-61.74977034895753
64697.265625,-69.9543736339663,144.3435806532189
64941.40625,-68.33033299722223,-11.13513518488688
65185.546875,-69.37277966991969,-172.6477658308616
65429.6875,-73.32251568456398,37.10958199990505
65673.828125,-73.31484415645882,-85.62079440985652
65917.96875,-70.15783549866751,108.9227078434788
66162.109375,-71.69470817605527,-85.08239230503636
66406.25,-75.60047712854298,38.07615044147216
66650.390625,-71.31352666793292,-178.566272043818
66894.53125,-69.58059020830537,-5.66410741174705
67138.671875,-71.07787306495172,170.0876928617042
67382.8125,-73.67498070960008,31.58326614637386
67626.953125,-70.07963618207255,-102.9851223144234
67871.09375,-70.18525533647787,93.10347196001553
68115.234375,-74.40237957931581,-94.70472195449973
68359.375,-76.2817011214817,16.66581471642268
68603.515625,-70.23828127910596,158.8695749691996
68847.65625,-66.2083657098445,-19.24077885799139
69091.796875,-64.84179826754215,172.7054717150438
69335.9375,-66.68125520867505,7.426649321712451
69580.078125,-68.30885655764548,-151.744254764789
69824.21875,-67.93733135465006,31.2344021568455
70068.359375,-69.77929931413813,-162.7790408679691
70312.5,-71.48257326593044,-19.80577452425986
70556.640625,-68.72556144637917,134.1916511911011
70800.78125,-66.97610634372776,-53.35354498558391
71044.921875,-66.25658158148583,129.9135987283708
71289.0625,-65.16806112793832,-29.41428281576158
71533.203125,-62.90046503446354,169.3318540943528
71777.34375,-61.4133723181931,-2.906762723383256
72021.484375,-61.10468147531443,-174.9627336982907
72265.625,-61.33989702524413,12.29058046062056
72509.765625,-62.5316450097607,-165.8614028669334
72753.90625,-65.59430348882987,12.2019704077118
72998.046875,-68.8927981804997,-175.3120269660874
73242.1875,-72.87528920302435,-10.41298835130182
73486.328125,-75.98431777989055,91.95483913208849
73730.46875,-71.93841202976876,-117.8531603440832
73974.609375,-72.33197397829136,31.69121191141872
74218.75,-68.71279490536052,-173.2080324041751
74462.890625,-66.58157962645423,-0.8593248132104712
74707.03125,-66.55997539145284,163.2137183762644
74951.171875,-68.52011887175971,-34.89121932317688
75195.3125,-74.08680279617661,139.4511297324125
75439.453125,-90.67424959753887,-60.46331074719227
75683.59375,-79.284773663621,-41.71437977559976
75927.734375,-73.2031732115224,97.07460819348051
76171.875,-71.16212204880595,-108.7317461663798
76416.015625,-72.12646134788443,69.45959019251198
76660.15625,-73.72266871255745,-86.06856878131849
76904.296875,-74.5289691015395,104.6583922718062
77148.4375,-78.99460714176257,-74.85912808345734
77392.578125,-78.52754741921315,-145.4961484974097
77636.71875,-70.55543349139205,60.59950957822585
77880.859375,-66.81967336240808,-110.5604868347508
78125,-63.7966756640673,59.77045820347037
78369.140625,-63.2332077383957,-128.4322665167037
78613.28125,-66.12856117022385,50.41744881435478
78857.421875,-69.63521154842087,-142.5551285011996
79101.5625,-71.61198937261211,10.91334255448822
79345.703125,-73.56077342691182,-179.9784984291303
79589.84375,-72.43458739202546,14.6938247156406
79833.984375,-71.1692147738182,-149.6512755187903
80078.125,-73.46529145784987,47.22276426409415
80322.265625,-83.25886029536419,-126.1326671968919
80566.40625,-77.93049372196782,-82.20020452468734
80810.546875,-70.62975920531498,99.73334149034109
81054.6875,-68.50597204638126,-77.46128161053846
81298.828125,-68.08729560001994,108.5925340903107
81542.96875,-68.44257754466591,-62.09099702288571
81787.109375,-70.06921426348458,119.144529263325
82031.25,-70.8664653981787,-76.36023460558962
82275.390625,-71.78024276252192,104.4177965307476
82519.53125,-74.33218913523157,-55.19111849139818
82763.671875,-74.24509479200339,133.831995220066
83007.8125,-74.06613625355055,-12.50182767641548
83251.953125,-72.55041464166409,-140.7197843447651
83496.09375,-72.20912821270596,78.67542391450856
83740.234375,-69.92411397152014,-65.66546933086286
83984.375,-68.05691034572425,134.6390271247836
84228.515625,-71.20157183122602,-27.36297666517693
84472.65625,-87.63276922752127,-112.3397646603698
84716.796875,-72.14908390497453,152.0213814542469
84960.9375,-68.38828699218186,-16.37446374944571
85205.078125,-66.07563481887625,170.4322406396623
85449.21875,-66.36667723166271,-18.76210499972261
85693.359375,-67.80404676753798,135.0466741756592
85937.5,-66.60250852610069,-67.70549237323108
86181.640625,-65.55249246249298,91.64374782115331
86425.78125,-66.45844947447669,-110.1244470874489
86669.921875,-69.9636460033631,42.71419605006535
86914.0625,-73.69323577985924,162.6643327683744
87158.203125,-70.85315052773603,-75.35481863485956
87402.34375,-69.56832731732472,78.94056561269896
87646.484375,-69.76956637456064,-117.2136199233851
87890.625,-70.90586257247632,64.46924292582985
88134.765625,-75.07676156956614,-87.76208114268321
88378.90625,-73.38303314916088,145.7296403508266
88623.046875,-69.3384345207744,-26.36526378519227
88867.1875,-68.78647008389459,148.7405768589294
89111.328125,-69.79205078423804,-42.64533378010191
89355.46875,-72.96671119177377,100.3579940673824
89599.609375,-70.60904960831984,-144.8193307311843
89843.75,-67.05316261736081,12.73395722981457
90087.890625,-65.1877129853961,179.6312764695317
90332.03125,-66.0164953406682,-10.06673349993747
90576.171875,-71.40836371409753,169.0548792656067
90820.3125,-84.08139022795046,14.02959358424608
91064.453125,-78.17805013530904,-27.49343926205813
91308.59375,-72.50538398466239,141.831994155077
91552.734375,-72.18183308349592,-57.81819341345732
91796.875,-70.90884956882213,102.3261326401854
92041.015625,-68.09157431210178,-85.12168268908992
92285.15625,-66.42170190760402,97.71709253939331
92529.296875,-65.48178638381231,-79.50992893224313
92773.4375,-65.70408414635686,101.7724386768758
93017.578125,-67.18966221155159,-76.33444247513273
93261.71875,-71.23420969351358,106.2949194234491
93505.859375,-78.8899061973429,-22.82929570886465
93750,-74.81731286684411,-138.5492863664126
93994.140625,-71.73032654581121,76.80983207898221
94238.28125,-68.00482553311687,-82.80730937248568
94482.421875,-67.80443510905232,113.0573115731221
94726.5625,-70.0301768726773,-24.7502703118858
94970.703125,-68.37151934455326,-158.4436154456592
95214.84375,-65.75269738955905,46.95188168335192
95458.984375,-64.25056004372433,-118.5602618722503
95703.125,-65.38168004130318,72.25829283754818
95947.265625,-69.60480720644368,-91.7492787792346
96191.40625,-73.83288896314281,125.1773839189014
96435.546875,-71.15002476443955,-36.26183188093199
96679.6875,-69.11693517970679,127.1902440500868
96923.828125,-68.44692264601238,-83.7318670259029
97167.96875,-68.21210231639918,76.22147568711266
97412.109375,-69.11337044609024,-129.993967846467
97656.25,-68.22663846078432,16.22580974076801
97900.390625,-70.51399939048601,173.5012299085433
98144.53125,-72.67234025536267,-44.39082729111661
98388.671875,-69.6494415890882,125.437485527425
98632.8125,-68.43337416884738,-57.78356829459968
98876.953125,-67.54090377351294,126.9699808950706
99121.09375,-65.27307117033941,-41.18759751156204
99365.234375,-64.56098826400196,141.9705664663018
99609.375,-66.63322767029271,-38.03034313753063
99853.515625,-70.25287280114576,133.8084139179506
100097.65625,-72.87320141164629,-66.08799962365447
100341.796875,-76.64195615749375,115.8758738243332
100585.9375,-82.58573111788353,-41.66060894138305
100830.078125,-89.04194620444342,60.40781320424068
101074.21875,-84.61857688590013,172.7598632577962
101318.359375,-78.77972024133398,-27.97207876215887
101562.5,-74.05630864696421,172.3187667922066
101806.640625,-72.71642418180983,11.6114747347541
102050.78125,-72.06909159412101,-160.1904121829727
102294.921875,-72.46450684299072,24.72118136472486
102539.0625,-75.28478390654945,-175.2266588035575
102783.203125,-72.57198371220555,-62.69117137293177
103027.34375,-68.64511051825671,80.18364380184568
103271.484375,-66.66217723123013,-113.577414718449
103515.625,-68.6915513021986,68.09387568077948
103759.765625,-77.19317163191535,-112.4045800299522
104003.90625,-82.42506021557978,170.2559926584138
104248.046875,-71.53200913746267,13.56833788599693
104492.1875,-70.02613567697375,-161.8312553248113
104736.328125,-76.38148499528729,4.61402147573629
104980.46875,-84.416951238238,89.74059052599672
105224.609375,-80.25969109333069,-135.4288543709338
105468.75,-73.69268102773616,39.88781446363011
105712.890625,-69.5000065004383,-124.2171492702692
105957.03125,-68.12481658003081,75.09411424500121
106201.171875,-67.68429503043735,-95.40782409864696
106445.3125,-67.89895279948526,91.05767270978993
106689.453125,-70.78944092901605,-73.54325562230093
106933.59375,-75.90822941488832,146.5972943980694
107177.734375,-80.05050174094214,24.09277985352595
107421.875,-82.06143562088066,-106.7239324694076
107666.015625,-88.7424842414773,24.29156694671079
107910.15625,-87.02455052410889,179.2601020324877
108154.296875,-81.63877022367465,41.74494089756595
108398.4375,-74.62585275113878,-153.1085992946421
108642.578125,-71.64413275726464,34.94094482086088
108886.71875,-72.18638250519217,-118.1982788504846
109130.859375,-78.44360939019688,94.74613694849003
109375,-75.48748903956941,17.75954696894341
109619.140625,-69.26256567066586,-149.4693143818465
109863.28125,-66.96108794138732,57.25665478756206
110107.421875,-64.72670459726824,-95.65123386531677
110351.5625,-64.96840167833928,99.14570572418373
110595.703125,-65.65288723492036,-66.48612752694133
110839.84375,-66.1728565030039,124.2445367822206
111083.984375,-70.83507530218235,-40.84864247150762
111328.125,-76.25320600218983,-174.1501321338992
111572.265625,-74.2437940362541,23.14979936458585
111816.40625,-73.45046993249925,-152.3969515604103
112060.546875,-74.81777580056612,24.40773937131452
112304.6875,-74.6482148547508,-179.6085436558427
112548.828125,-72.09306073816677,-4.529235459149454
112792.96875,-69.08972026340979,-172.6746132278696
113037.109375,-66.30803548937192,12.45777473935636
113281.25,-65.13747001592984,-175.0479982512348
113525.390625,-64.84067289321334,-14.58685979473575
113769.53125,-64.70002735817884,137.5921107248664
114013.671875,-64.6210067203685,-67.26611084872619
114257.8125,-66.61388594483167,105.5789514452037
114501.953125,-75.24814249667801,-41.58754304782233
114746.09375,-70.69902542949764,-122.4052162564364
114990.234375,-66.20512314705627,61.74830991873264
115234.375,-66.44342185656325,-124.9138313682136
115478.515625,-72.22035680182066,44.8019273240172
115722.65625,-79.21038942720961,169.8170771955932
115966.796875,-75.23272625501728,-37.97799883784407
116210.9375,-75.89800135278077,156.0006766438601
116455.078125,-75.05487927055681,46.21353337850048
116699.21875,-72.26535496055546,-96.75389292277374
116943.359375,-71.86051372492835,118.5671678432654
117187.5,-69.87047422236563,-41.54266266710464
117431.640625,-70.7786576044589,147.6046189197063
117675.78125,-78.22819940033352,-33.69536203204376
117919.921875,-80.74521097147289,61.23771690169911
118164.0625,-73.15480279068848,-115.0328864208436
118408.203125,-68.17702598379971,69.39267087442266
118652.34375,-65.84679824486662,-105.3685661231514
118896.484375,-65.29051766218709,84.61065057669852
119140.625,-65.72625668143719,-98.05763814933503
119384.765625,-68.27388482539233,64.48310475280647
119628.90625,-73.1000185751606,-138.0981141294244
119873.046875,-75.45867596420132,18.88279778530428
120117.1875,-75.94020888870446,-146.7556551174851
120361.328125,-73.7585935608318,92.45969697961742
120605.46875,-69.57381000792006,-53.73502875464897
120849.609375,-66.92863555636438,145.6430736865262
121093.75,-65.75411367380254,-18.10956465402657
121337.890625,-66.13537589756105,-171.3664028169812
121582.03125,-66.532154277358,44.29665151985218
121826.171875,-65.34748527102639,-103.0643554608685
122070.3125,-63.85295861577479,97.50943024898945
122314.453125,-64.66159451021598,-65.78877308216735
122558.59375,-67.30007235695167,131.5949865456467
122802.734375,-69.01499067096034,-34.97123429329172
123046.875,-69.45680946402368,154.8942668622522
123291.015625,-68.70418521353832,-23.54992484145804
123535.15625,-68.19069129486013,149.9631924821968
123779.296875,-70.01334518467417,-27.60885235615169
124023.4375,-70.35063411948387,-174.0793876695202
124267.578125,-67.44164301843797,37.91995223725547
124511.71875,-66.32210290228731,-126.7177756119573
124755.859375,-67.527276180744,48.1544108429508
125000,-71.47364428472756,-138.8427061373161
125244.140625,-84.6655006383847,124.9104769020409
125488.28125,-72.27818886628827,48.25888707288011
125732.421875,-67.65247803575824,-97.13462751534126
125976.5625,-66.3080847909262,104.6404203192975
126220.703125,-65.7398854988817,-58.87919128764882
126464.84375,-65.6932655514108,139.1476165391518
126708.984375,-67.96653735610454,-13.36496562601296
126953.125,-70.7858292698357,-149.1658783584614
127197.265625,-70.73555125454044,63.16897548464391
127441.40625,-70.81085508530327,-125.6180958321064
127685.546875,-70.79035541521216,36.37692715792049
127929.6875,-72.54256183468901,-136.7414957848293
128173.828125,-74.17642392484105,42.64956159218642
128417.96875,-75.21585319156745,-141.9865006055257
128662.109375,-76.46295364410558,80.86585288964908
128906.25,-74.55010697948093,-76.91736060966934
129150.390625,-77.45407909433806,74.09748104561822
129394.53125,-76.83366688094014,-144.1850013128035
129638.671875,-74.49840523592849,50.20475266985758
129882.8125,-72.95653333707459,-126.6621759365221
130126.953125,-72.31609723492355,50.11899580563995
130371.09375,-70.6716315488149,-115.177570400504
130615.234375,-69.2008714517975,77.60484535551547
130859.375,-70.37894468876985,-110.4538989557513
131103.515625,-71.80702744275914,41.81435135402742
131347.65625,-72.08127448501409,-147.3515584461547
131591.796875,-73.2789995918591,34.07630462200973
131835.9375,-77.41789792355851,-135.8826246586103
132080.078125,-82.86068951058735,133.4578747152118
132324.21875,-78.69826533716096,10.09004082910606
132568.359375,-78.30462872400288,-116.0240076301792
132812.5,-75.29255411780713,100.0372358097027
133056.640625,-75.88864982991011,-44.94019599125229
133300.78125,-76.0878373706892,-176.7523517520756
133544.921875,-76.04288469326514,44.44480117606929
133789.0625,-74.92214664190008,-114.9032471131227
134033.203125,-75.57801427960116,69.28610331380442
134277.34375,-76.37254126693669,-95.23547833941983
134521.484375,-76.59726449700558,91.93806693820034
134765.625,-78.36937041438766,-82.31304759269591
135009.765625,-79.41010233592721,118.8942014167114
135253.90625,-90.27802571864291,-36.12490014293202
135498.046875,-77.30882472420166,-104.7393289169694
135742.1875,-70.7975023992602,55.2897512288979
135986.328125,-68.42060498854485,-129.9254599418535
136230.46875,-67.85315363403826,52.38494958777836
136474.609375,-72.41081548194654,-126.2058530968258
136718.75,-79.7189107473225,-135.9749796517221
136962.890625,-68.7229756969331,57.2442654636843
137207.03125,-65.33615407716621,-115.7575328752627
137451.171875,-64.88529213363969,68.52784270382776
137695.3125,-68.66925849792365,-105.9928422165534
137939.453125,-76.45334976352366,55.22028684141796
138183.59375,-76.02292599382781,171.481164828574
138427.734375,-74.49043964315854,-26.69110415963535
138671.875,-74.98971815434038,138.9016559274662
138916.015625,-72.95123265493348,-70.76868700053899
